-8.1	-3.353E-5
-8.0876	0.03536
-8.0752	0.02409
-8.0628	0.00735
-8.0505	0.00781
-8.0381	0.01303
-8.0257	0.02597
-8.0133	0.03655
-8.0009	0.04967
-7.9885	0.03564
-7.9762	0.02487
-7.9638	0.02823
-7.9514	0.02056
-7.939	0.0256
-7.9266	0.04906
-7.9142	0.02948
-7.9019	0.02144
-7.8895	0.03899
-7.8771	0.04069
-7.8647	0.0343
-7.8523	0.02545
-7.8399	0.0361
-7.8276	0.02985
-7.8152	0.03586
-7.8028	0.0233
-7.7904	0.0352
-7.778	0.0356
-7.7656	0.03514
-7.7533	0.03258
-7.7409	0.04589
-7.7285	0.03363
-7.7161	0.03287
-7.7037	0.0489
-7.6913	0.03523
-7.6789	0.06372
-7.6666	0.04623
-7.6542	0.0484
-7.6418	0.04368
-7.6294	0.0515
-7.617	0.05409
-7.6046	0.06263
-7.5923	0.04765
-7.5799	0.07424
-7.5675	0.05663
-7.5551	0.04665
-7.5427	0.05304
-7.5303	0.05288
-7.518	0.03004
-7.5056	0.0466
-7.4932	0.04059
-7.4808	0.05266
-7.4684	0.05812
-7.456	0.05708
-7.4437	0.05894
-7.4313	0.03715
-7.4189	0.04635
-7.4065	0.05231
-7.3941	0.05228
-7.3817	0.05587
-7.3693	0.05821
-7.357	0.0522
-7.3446	0.05217
-7.3322	0.05813
-7.3198	0.0563
-7.3074	0.05423
-7.295	0.05411
-7.2827	0.0444
-7.2703	0.05289
-7.2579	0.05565
-7.2455	0.05793
-7.2331	0.06189
-7.2207	0.06428
-7.2084	0.04605
-7.196	0.05184
-7.1836	0.06411
-7.1712	0.05835
-7.1588	0.05258
-7.1464	0.07429
-7.1341	0.06966
-7.1217	0.07185
-7.1093	0.06153
-7.0969	0.0576
-7.0845	0.07554
-7.0721	0.06609
-7.0598	0.05873
-7.0474	0.06191
-7.035	0.05552
-7.0226	0.08493
-7.0102	0.06291
-6.9978	0.06435
-6.9854	0.06165
-6.9731	0.07837
-6.9607	0.07285
-6.9483	0.05824
-6.9359	0.07557
-6.9235	0.07518
-6.9111	0.06938
-6.8988	0.07512
-6.8864	0.08081
-6.874	0.0579
-6.8616	0.07021
-6.8492	0.05859
-6.8368	0.06428
-6.8245	0.06746
-6.8121	0.07142
-6.7997	0.06595
-6.7873	0.07228
-6.7749	0.08932
-6.7625	0.0974
-6.7502	0.0748
-6.7378	0.08287
-6.7254	0.08771
-6.713	0.10651
-6.7006	0.09066
-6.6882	0.09262
-6.6759	0.08509
-6.6635	0.0913
